usia,jenis_kelamin,pekerjaan,durasi_tidur_menit,sering_terbangun_malam,mimpi_buruk,screen_sebelum_tidur,minum_kopi_hari_ini,merokok,konsumsi_alkohol,jam_kerja_menit,tingkat_beban_kerja,deadline_hari_ini,lembur,waktu_outdoor,aktivitas_hobi,suasana_hati,tingkat_kecemasan,tingkat_energi,konsentrasi,interaksi_sosial,konflik_interpersonal,merasa_kesepian,support_sistem,meditasi,stress_level
48,Perempuan,Guru,367.0,Tidak,Ya,61.0,Ya,Ya,Tidak,420.0,3,Tidak,Ya,35.0,Tidak,Netral,3.7,3,3,3,Tidak,Ya,2,Tidak,2
49,Perempuan,Guru,329.0,Ya,Tidak,92.0,Tidak,Tidak,Tidak,632.0,4,Tidak,Ya,10.0,Tidak,Negatif,4.4,1,2,1,Ya,Tidak,2,Ya,3
47,Laki-laki,Guru,531.0,Tidak,Tidak,66.0,Tidak,Tidak,Tidak,407.0,2,Tidak,Tidak,98.0,Tidak,Positif,1.7,4,3,4,Tidak,Tidak,3,Ya,1
43,Laki-laki,Mahasiswa,486.0,Ya,Tidak,64.0,Ya,Ya,Ya,248.0,3,Ya,Ya,52.0,Ya,Positif,3.1,4,2,4,Tidak,Tidak,3,Ya,2
37,Perempuan,Karyawan,404.0,Ya,Ya,107.0,Ya,Ya,Tidak,586.0,4,Ya,Tidak,18.0,Tidak,Campur,4.1,1,2,3,Tidak,Ya,1,Tidak,3
29,Perempuan,Guru,409.0,Ya,Tidak,54.0,Ya,Ya,Tidak,486.0,2,Tidak,Tidak,0.0,Tidak,Positif,2.0,4,3,3,Tidak,Tidak,3,Ya,2
36,Laki-laki,Irt,354.0,Ya,Ya,96.0,Tidak,Ya,Ya,607.0,4,Ya,Tidak,19.0,Tidak,Campur,4.1,2,1,2,Tidak,Tidak,1,Tidak,3
41,Perempuan,Karyawan,371.0,Ya,Ya,101.0,Ya,Tidak,Tidak,564.0,4,Ya,Ya,32.0,Ya,Netral,5.0,2,1,3,Ya,Tidak,2,Ya,3
29,Laki-laki,Mahasiswa,578.0,Ya,Tidak,32.0,Ya,Ya,Tidak,337.0,3,Tidak,Tidak,106.0,Ya,Positif,1.8,3,5,4,Tidak,Tidak,4,Ya,1
33,Perempuan,Freelancer,375.0,Tidak,Ya,59.0,Ya,Tidak,Tidak,464.0,2,Ya,Ya,31.0,Tidak,Negatif,2.5,3,3,4,Tidak,Tidak,4,Tidak,2
22,Perempuan,Irt,518.0,Tidak,Ya,12.0,Tidak,Tidak,Tidak,311.0,1,Tidak,Tidak,52.0,Tidak,Positif,1.9,4,3,4,Ya,Tidak,3,Ya,1
18,Laki-laki,Karyawan,459.0,Tidak,Ya,34.0,Tidak,Tidak,Tidak,421.0,2,Tidak,Tidak,58.0,Ya,Positif,1.0,4,3,4,Tidak,Tidak,5,Ya,1
48,Perempuan,Dokter,560.0,Tidak,Tidak,7.0,Tidak,Tidak,Tidak,395.0,2,Tidak,Tidak,84.0,Ya,Positif,1.0,4,4,4,Tidak,Tidak,4,Ya,1
36,Laki-laki,Karyawan,418.0,Tidak,Tidak,56.0,Tidak,Tidak,Ya,463.0,3,Tidak,Ya,33.0,Ya,Positif,3.2,3,4,3,Tidak,Tidak,2,Tidak,2
44,Perempuan,Mahasiswa,434.0,Tidak,Tidak,27.0,Ya,Ya,Tidak,480.0,3,Ya,Tidak,50.0,Ya,Negatif,2.7,2,3,3,Tidak,Tidak,3,Ya,2
35,Perempuan,Guru,440.0,Tidak,Tidak,35.0,Ya,Ya,Tidak,334.0,2,Tidak,Tidak,86.0,Ya,Negatif,2.0,4,3,5,Tidak,Tidak,4,Tidak,1
50,Perempuan,Wirausaha,464.0,Tidak,Tidak,1.0,Tidak,Tidak,Tidak,395.0,3,Tidak,Tidak,81.0,Ya,Positif,1.2,4,4,3,Tidak,Tidak,5,Ya,1
33,Laki-laki,Wirausaha,459.0,Tidak,Ya,114.0,Ya,Ya,Ya,613.0,4,Ya,Ya,26.0,Tidak,Negatif,4.0,1,2,3,Tidak,Ya,1,Tidak,3
27,Laki-laki,Freelancer,527.0,Tidak,Tidak,9.0,Tidak,Tidak,Tidak,350.0,2,Tidak,Tidak,106.0,Tidak,Positif,1.3,4,4,4,Tidak,Tidak,4,Ya,1
46,Laki-laki,Karyawan,501.0,Tidak,Tidak,38.0,Tidak,Tidak,Tidak,320.0,2,Tidak,Tidak,129.0,Ya,Netral,1.3,3,3,3,Tidak,Tidak,4,Ya,1
31,Perempuan,Mahasiswa,502.0,Tidak,Tidak,86.0,Ya,Ya,Tidak,531.0,3,Tidak,Tidak,77.0,Ya,Netral,3.5,3,3,3,Ya,Tidak,3,Tidak,2
38,Laki-laki,Irt,431.0,Ya,Ya,124.0,Tidak,Ya,Tidak,563.0,5,Ya,Ya,0.0,Tidak,Positif,4.2,1,2,2,Tidak,Ya,2,Ya,3
36,Laki-laki,Irt,488.0,Tidak,Tidak,23.0,Tidak,Ya,Tidak,335.0,2,Tidak,Tidak,74.0,Ya,Negatif,1.6,4,5,4,Tidak,Tidak,4,Tidak,1
41,Perempuan,Karyawan,294.0,Ya,Tidak,96.0,Ya,Ya,Ya,655.0,4,Ya,Tidak,58.0,Ya,Negatif,4.8,2,2,2,Ya,Tidak,2,Tidak,3
22,Perempuan,Dokter,331.0,Ya,Tidak,84.0,Ya,Tidak,Tidak,653.0,4,Ya,Ya,10.0,Tidak,Netral,4.6,1,2,3,Ya,Ya,2,Ya,3
41,Laki-laki,Dokter,468.0,Tidak,Tidak,26.0,Tidak,Tidak,Ya,376.0,2,Tidak,Tidak,46.0,Tidak,Netral,1.8,3,5,4,Tidak,Tidak,5,Ya,1
33,Perempuan,Karyawan,346.0,Ya,Tidak,80.0,Ya,Tidak,Tidak,714.0,5,Ya,Tidak,0.0,Tidak,Campur,4.1,1,2,1,Tidak,Ya,2,Tidak,3
22,Perempuan,Freelancer,436.0,Ya,Ya,69.0,Tidak,Tidak,Tidak,563.0,3,Tidak,Tidak,39.0,Tidak,Netral,2.6,3,3,3,Ya,Tidak,4,Tidak,2
43,Perempuan,Dokter,571.0,Ya,Tidak,43.0,Ya,Ya,Tidak,581.0,4,Ya,Tidak,44.0,Tidak,Netral,2.6,4,4,3,Tidak,Tidak,4,Ya,2
28,Perempuan,Guru,358.0,Tidak,Tidak,79.0,Tidak,Tidak,Tidak,416.0,3,Tidak,Tidak,18.0,Tidak,Negatif,3.1,2,3,3,Tidak,Tidak,3,Tidak,2
42,Perempuan,Mahasiswa,342.0,Tidak,Tidak,48.0,Tidak,Tidak,Tidak,401.0,2,Tidak,Tidak,44.0,Tidak,Netral,2.4,4,4,3,Ya,Ya,3,Ya,2
31,Perempuan,Wirausaha,455.0,Tidak,Tidak,18.0,Tidak,Tidak,Tidak,479.0,2,Tidak,Tidak,101.0,Ya,Positif,1.0,4,4,4,Tidak,Tidak,5,Ya,1
37,Perempuan,Karyawan,226.0,Ya,Tidak,84.0,Ya,Ya,Tidak,514.0,5,Ya,Ya,4.0,Tidak,Netral,4.2,3,2,2,Tidak,Ya,1,Tidak,3
23,Perempuan,Wirausaha,376.0,Tidak,Tidak,12.0,Tidak,Tidak,Tidak,270.0,1,Tidak,Tidak,94.0,Ya,Netral,1.8,4,4,5,Tidak,Tidak,4,Ya,1
48,Laki-laki,Freelancer,410.0,Tidak,Tidak,38.0,Tidak,Tidak,Tidak,392.0,2,Tidak,Tidak,95.0,Ya,Positif,1.0,5,5,4,Tidak,Tidak,4,Tidak,1
27,Perempuan,Karyawan,558.0,Tidak,Tidak,57.0,Tidak,Tidak,Tidak,381.0,2,Ya,Tidak,100.0,Ya,Netral,2.3,5,4,4,Tidak,Tidak,5,Ya,1
23,Perempuan,Karyawan,339.0,Tidak,Tidak,55.0,Ya,Tidak,Tidak,521.0,4,Tidak,Tidak,14.0,Tidak,Negatif,2.9,2,3,2,Ya,Ya,3,Tidak,2
46,Perempuan,Mahasiswa,238.0,Ya,Ya,93.0,Ya,Tidak,Tidak,614.0,4,Ya,Ya,42.0,Tidak,Campur,4.0,1,2,1,Ya,Ya,1,Tidak,3
24,Laki-laki,Guru,439.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,271.0,2,Tidak,Tidak,67.0,Tidak,Netral,1.4,4,4,4,Tidak,Tidak,3,Tidak,1
32,Laki-laki,Karyawan,444.0,Tidak,Tidak,103.0,Tidak,Ya,Tidak,490.0,3,Ya,Tidak,82.0,Tidak,Netral,2.7,2,3,3,Tidak,Tidak,2,Ya,2
50,Perempuan,Guru,418.0,Tidak,Tidak,0.0,Tidak,Tidak,Ya,455.0,2,Tidak,Tidak,85.0,Ya,Positif,1.5,3,5,4,Ya,Tidak,4,Tidak,1
44,Laki-laki,Wirausaha,400.0,Tidak,Tidak,67.0,Ya,Ya,Tidak,567.0,3,Tidak,Tidak,137.0,Ya,Netral,2.3,4,4,3,Tidak,Tidak,3,Ya,2
21,Laki-laki,Karyawan,456.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,423.0,2,Tidak,Tidak,113.0,Tidak,Campur,1.0,4,3,4,Tidak,Tidak,4,Tidak,1
49,Perempuan,Irt,261.0,Tidak,Tidak,124.0,Ya,Tidak,Tidak,630.0,4,Ya,Tidak,52.0,Tidak,Negatif,4.4,1,2,2,Tidak,Ya,1,Tidak,3
34,Laki-laki,Mahasiswa,365.0,Ya,Ya,79.0,Ya,Tidak,Tidak,513.0,4,Tidak,Ya,68.0,Ya,Positif,2.5,2,3,3,Tidak,Tidak,3,Tidak,2
37,Perempuan,Karyawan,291.0,Ya,Tidak,120.0,Ya,Tidak,Ya,590.0,4,Ya,Tidak,47.0,Tidak,Negatif,4.2,2,2,2,Tidak,Tidak,1,Tidak,3
31,Laki-laki,Mahasiswa,528.0,Tidak,Tidak,24.0,Tidak,Tidak,Tidak,437.0,2,Tidak,Tidak,81.0,Ya,Positif,1.8,4,3,4,Ya,Tidak,3,Ya,1
37,Perempuan,Irt,353.0,Tidak,Tidak,52.0,Tidak,Tidak,Tidak,463.0,4,Tidak,Tidak,77.0,Tidak,Positif,3.4,3,3,3,Ya,Ya,3,Ya,2
23,Laki-laki,Karyawan,551.0,Tidak,Ya,4.0,Tidak,Tidak,Tidak,372.0,1,Tidak,Tidak,52.0,Tidak,Positif,1.0,5,4,5,Tidak,Tidak,4,Ya,1
35,Laki-laki,Dokter,381.0,Ya,Tidak,105.0,Ya,Ya,Tidak,633.0,3,Ya,Tidak,0.0,Tidak,Netral,4.4,3,2,3,Ya,Ya,2,Tidak,3
44,Perempuan,Mahasiswa,246.0,Ya,Ya,86.0,Tidak,Tidak,Ya,685.0,4,Ya,Tidak,0.0,Ya,Positif,4.4,3,1,3,Tidak,Ya,1,Tidak,3
47,Perempuan,Irt,513.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,398.0,3,Tidak,Tidak,104.0,Ya,Positif,1.0,4,4,4,Tidak,Tidak,4,Tidak,1
34,Perempuan,Guru,423.0,Ya,Tidak,29.0,Ya,Ya,Tidak,419.0,3,Ya,Tidak,29.0,Tidak,Netral,2.8,4,4,4,Ya,Ya,3,Tidak,2
35,Perempuan,Guru,422.0,Ya,Ya,102.0,Tidak,Tidak,Tidak,542.0,2,Ya,Ya,52.0,Tidak,Negatif,3.7,2,1,2,Ya,Ya,1,Tidak,3
27,Laki-laki,Karyawan,371.0,Tidak,Tidak,16.0,Tidak,Tidak,Tidak,507.0,3,Tidak,Ya,15.0,Ya,Campur,2.5,3,2,3,Ya,Ya,3,Tidak,2
41,Laki-laki,Dokter,459.0,Ya,Tidak,71.0,Ya,Ya,Ya,521.0,4,Tidak,Tidak,43.0,Tidak,Netral,2.8,3,3,3,Tidak,Ya,2,Ya,2
20,Perempuan,Mahasiswa,538.0,Ya,Tidak,25.0,Tidak,Tidak,Tidak,389.0,2,Tidak,Tidak,71.0,Tidak,Negatif,1.2,4,4,3,Tidak,Tidak,5,Tidak,1
47,Laki-laki,Karyawan,385.0,Tidak,Tidak,29.0,Ya,Ya,Tidak,409.0,2,Tidak,Tidak,52.0,Ya,Positif,2.1,4,5,4,Ya,Tidak,5,Ya,1
35,Perempuan,Freelancer,419.0,Tidak,Tidak,93.0,Ya,Tidak,Tidak,636.0,4,Ya,Tidak,35.0,Tidak,Campur,3.3,1,2,3,Ya,Ya,3,Tidak,3
41,Laki-laki,Karyawan,296.0,Ya,Tidak,77.0,Ya,Ya,Tidak,479.0,4,Ya,Ya,30.0,Tidak,Negatif,4.1,2,2,1,Ya,Ya,1,Tidak,3
20,Laki-laki,Freelancer,448.0,Ya,Ya,20.0,Tidak,Tidak,Tidak,470.0,3,Tidak,Ya,48.0,Ya,Netral,2.7,3,3,4,Tidak,Tidak,3,Tidak,2
29,Laki-laki,Mahasiswa,407.0,Ya,Tidak,85.0,Tidak,Ya,Tidak,493.0,4,Tidak,Tidak,74.0,Tidak,Netral,2.1,2,3,3,Ya,Tidak,3,Tidak,2
42,Laki-laki,Karyawan,409.0,Ya,Ya,35.0,Ya,Tidak,Tidak,392.0,2,Tidak,Tidak,0.0,Ya,Negatif,2.5,4,2,4,Tidak,Tidak,3,Ya,2
41,Perempuan,Dokter,418.0,Ya,Tidak,101.0,Ya,Tidak,Tidak,659.0,3,Ya,Ya,16.0,Tidak,Negatif,4.6,1,2,2,Tidak,Ya,2,Tidak,3
41,Laki-laki,Karyawan,304.0,Tidak,Tidak,53.0,Ya,Ya,Tidak,419.0,4,Ya,Ya,52.0,Tidak,Campur,4.2,1,3,2,Ya,Tidak,2,Tidak,3
50,Perempuan,Dokter,367.0,Ya,Tidak,98.0,Ya,Ya,Ya,545.0,5,Ya,Ya,73.0,Ya,Campur,4.5,3,1,3,Ya,Ya,2,Tidak,3
36,Perempuan,Karyawan,425.0,Tidak,Ya,90.0,Tidak,Tidak,Ya,652.0,4,Ya,Tidak,13.0,Tidak,Campur,4.4,2,2,2,Tidak,Tidak,2,Tidak,3
35,Laki-laki,Karyawan,347.0,Tidak,Tidak,87.0,Ya,Tidak,Tidak,466.0,3,Tidak,Tidak,68.0,Tidak,Negatif,3.2,3,3,2,Ya,Tidak,4,Ya,2
28,Laki-laki,Mahasiswa,458.0,Tidak,Tidak,8.0,Tidak,Ya,Tidak,451.0,1,Tidak,Tidak,52.0,Tidak,Positif,1.6,3,4,3,Tidak,Tidak,3,Ya,1
20,Perempuan,Guru,506.0,Ya,Tidak,40.0,Tidak,Tidak,Tidak,310.0,1,Tidak,Tidak,54.0,Ya,Netral,2.2,5,5,3,Tidak,Tidak,5,Ya,1
38,Perempuan,Dokter,353.0,Tidak,Ya,119.0,Ya,Ya,Tidak,653.0,4,Tidak,Ya,46.0,Tidak,Negatif,3.0,2,2,2,Ya,Ya,1,Tidak,3
43,Perempuan,Mahasiswa,450.0,Tidak,Tidak,32.0,Ya,Ya,Tidak,493.0,3,Ya,Tidak,53.0,Tidak,Negatif,3.0,3,3,3,Tidak,Tidak,2,Tidak,2
43,Laki-laki,Karyawan,560.0,Ya,Tidak,0.0,Tidak,Tidak,Tidak,410.0,2,Ya,Tidak,96.0,Ya,Netral,1.5,4,4,4,Tidak,Tidak,4,Ya,1
32,Perempuan,Karyawan,387.0,Tidak,Ya,59.0,Ya,Tidak,Tidak,364.0,3,Tidak,Tidak,96.0,Ya,Positif,1.5,5,4,5,Tidak,Tidak,5,Tidak,1
18,Laki-laki,Karyawan,386.0,Tidak,Ya,55.0,Ya,Tidak,Tidak,654.0,3,Tidak,Tidak,34.0,Tidak,Campur,3.2,1,3,2,Ya,Tidak,3,Ya,2
36,Laki-laki,Karyawan,553.0,Tidak,Tidak,23.0,Tidak,Tidak,Tidak,342.0,2,Tidak,Tidak,44.0,Ya,Positif,1.8,5,3,4,Tidak,Ya,4,Ya,1
22,Perempuan,Mahasiswa,479.0,Ya,Tidak,50.0,Ya,Tidak,Ya,390.0,2,Tidak,Tidak,52.0,Ya,Campur,1.9,4,4,3,Tidak,Tidak,5,Tidak,1
44,Laki-laki,Dokter,351.0,Tidak,Tidak,67.0,Tidak,Tidak,Tidak,516.0,4,Ya,Ya,48.0,Ya,Netral,2.2,4,3,3,Tidak,Ya,5,Tidak,2
50,Laki-laki,Karyawan,264.0,Ya,Ya,112.0,Ya,Tidak,Tidak,618.0,4,Tidak,Ya,62.0,Tidak,Negatif,3.8,2,2,2,Ya,Ya,3,Tidak,3
41,Laki-laki,Irt,419.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,522.0,3,Ya,Tidak,69.0,Ya,Netral,3.3,2,3,3,Tidak,Tidak,4,Ya,2
28,Perempuan,Karyawan,465.0,Tidak,Tidak,15.0,Ya,Tidak,Ya,331.0,2,Tidak,Tidak,72.0,Ya,Netral,1.1,5,4,3,Tidak,Tidak,5,Ya,1
28,Perempuan,Freelancer,469.0,Ya,Tidak,116.0,Ya,Tidak,Ya,628.0,5,Ya,Ya,16.0,Tidak,Negatif,3.3,2,2,2,Ya,Ya,2,Tidak,3
30,Perempuan,Dokter,481.0,Tidak,Tidak,35.0,Tidak,Tidak,Tidak,425.0,1,Tidak,Tidak,91.0,Ya,Positif,1.7,4,5,4,Tidak,Tidak,4,Ya,1
29,Perempuan,Wirausaha,418.0,Tidak,Tidak,21.0,Tidak,Tidak,Tidak,427.0,3,Tidak,Tidak,53.0,Tidak,Netral,1.4,5,4,3,Tidak,Tidak,5,Ya,1
50,Laki-laki,Dokter,418.0,Ya,Ya,86.0,Ya,Tidak,Tidak,616.0,5,Tidak,Ya,5.0,Ya,Negatif,5.0,2,3,2,Ya,Ya,2,Tidak,3
35,Perempuan,Guru,415.0,Ya,Ya,51.0,Tidak,Ya,Tidak,548.0,4,Ya,Tidak,71.0,Tidak,Netral,2.0,4,3,4,Ya,Tidak,3,Ya,2
47,Laki-laki,Mahasiswa,386.0,Ya,Ya,115.0,Tidak,Ya,Ya,562.0,5,Ya,Ya,0.0,Tidak,Campur,4.7,1,1,1,Ya,Ya,3,Tidak,3
21,Perempuan,Mahasiswa,533.0,Ya,Tidak,56.0,Tidak,Tidak,Tidak,571.0,3,Ya,Ya,53.0,Ya,Netral,3.0,4,3,3,Tidak,Ya,3,Ya,2
20,Laki-laki,Irt,509.0,Tidak,Tidak,56.0,Ya,Tidak,Tidak,552.0,2,Tidak,Ya,29.0,Tidak,Netral,4.0,3,3,4,Tidak,Ya,3,Tidak,2
18,Perempuan,Karyawan,512.0,Tidak,Tidak,18.0,Ya,Ya,Tidak,357.0,1,Ya,Ya,77.0,Ya,Positif,1.3,4,5,3,Tidak,Tidak,4,Ya,1
28,Laki-laki,Mahasiswa,464.0,Tidak,Tidak,51.0,Tidak,Tidak,Tidak,486.0,3,Ya,Tidak,52.0,Tidak,Netral,3.5,3,2,3,Tidak,Tidak,3,Tidak,2
39,Perempuan,Guru,571.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,354.0,1,Ya,Tidak,99.0,Tidak,Netral,2.2,4,5,3,Tidak,Tidak,3,Ya,1
43,Perempuan,Guru,433.0,Tidak,Tidak,51.0,Ya,Tidak,Tidak,382.0,2,Ya,Tidak,86.0,Ya,Positif,1.0,4,3,4,Tidak,Tidak,4,Ya,1
32,Laki-laki,Dokter,262.0,Ya,Ya,110.0,Ya,Tidak,Tidak,479.0,5,Tidak,Ya,19.0,Tidak,Negatif,3.6,2,1,2,Tidak,Ya,2,Tidak,3
19,Laki-laki,Guru,541.0,Tidak,Tidak,81.0,Ya,Tidak,Tidak,420.0,3,Tidak,Ya,71.0,Ya,Netral,2.8,3,4,4,Tidak,Ya,3,Tidak,2
36,Laki-laki,Guru,265.0,Ya,Tidak,124.0,Tidak,Ya,Ya,556.0,3,Ya,Ya,41.0,Tidak,Netral,3.9,1,1,2,Ya,Ya,3,Tidak,3
26,Perempuan,Freelancer,556.0,Tidak,Tidak,51.0,Tidak,Tidak,Tidak,456.0,1,Ya,Tidak,58.0,Ya,Netral,3.1,3,2,3,Tidak,Tidak,3,Tidak,2
44,Perempuan,Karyawan,298.0,Tidak,Ya,113.0,Ya,Ya,Tidak,565.0,4,Ya,Ya,0.0,Tidak,Negatif,3.8,1,4,1,Ya,Ya,2,Tidak,3
29,Perempuan,Freelancer,366.0,Tidak,Tidak,52.0,Tidak,Tidak,Ya,502.0,2,Tidak,Tidak,43.0,Tidak,Positif,3.2,4,4,3,Tidak,Tidak,2,Tidak,2
38,Laki-laki,Wirausaha,468.0,Tidak,Tidak,71.0,Tidak,Ya,Tidak,450.0,4,Ya,Ya,32.0,Tidak,Campur,2.4,2,2,3,Tidak,Tidak,4,Ya,2
41,Perempuan,Karyawan,324.0,Tidak,Ya,7.0,Ya,Tidak,Tidak,504.0,3,Ya,Ya,44.0,Ya,Positif,3.5,3,2,3,Tidak,Tidak,2,Tidak,2
27,Laki-laki,Wirausaha,605.0,Tidak,Tidak,28.0,Tidak,Tidak,Tidak,443.0,1,Ya,Tidak,91.0,Ya,Positif,1.7,5,4,3,Tidak,Tidak,3,Ya,1
49,Perempuan,Mahasiswa,455.0,Ya,Ya,73.0,Ya,Tidak,Ya,644.0,4,Ya,Ya,38.0,Ya,Campur,3.8,2,2,2,Ya,Ya,2,Tidak,3
21,Laki-laki,Mahasiswa,582.0,Tidak,Ya,28.0,Ya,Ya,Tidak,395.0,2,Tidak,Tidak,81.0,Tidak,Positif,1.7,4,5,4,Tidak,Tidak,5,Ya,1
25,Laki-laki,Karyawan,398.0,Tidak,Ya,47.0,Tidak,Tidak,Tidak,447.0,3,Tidak,Tidak,56.0,Ya,Campur,2.1,3,3,4,Tidak,Tidak,4,Ya,1
33,Laki-laki,Freelancer,498.0,Ya,Tidak,22.0,Tidak,Ya,Tidak,502.0,3,Ya,Tidak,42.0,Ya,Netral,1.3,3,3,4,Tidak,Tidak,3,Tidak,2
28,Laki-laki,Freelancer,561.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,312.0,2,Tidak,Tidak,104.0,Ya,Netral,2.1,4,5,5,Tidak,Tidak,4,Tidak,1
32,Perempuan,Dokter,350.0,Ya,Tidak,110.0,Ya,Tidak,Tidak,660.0,4,Ya,Tidak,52.0,Tidak,Negatif,4.5,1,3,2,Ya,Ya,2,Tidak,3
23,Laki-laki,Karyawan,390.0,Ya,Ya,82.0,Ya,Tidak,Ya,572.0,5,Ya,Tidak,0.0,Tidak,Netral,4.5,2,3,3,Ya,Tidak,1,Ya,3
48,Laki-laki,Irt,377.0,Tidak,Tidak,69.0,Tidak,Ya,Ya,681.0,5,Ya,Ya,27.0,Tidak,Campur,4.1,2,1,2,Ya,Tidak,1,Tidak,3
41,Laki-laki,Mahasiswa,347.0,Tidak,Tidak,19.0,Tidak,Tidak,Tidak,572.0,2,Tidak,Tidak,121.0,Ya,Netral,3.6,4,2,3,Tidak,Ya,2,Ya,2
32,Laki-laki,Mahasiswa,464.0,Tidak,Tidak,49.0,Tidak,Tidak,Ya,396.0,2,Tidak,Tidak,94.0,Tidak,Positif,1.8,3,4,4,Tidak,Tidak,4,Ya,1
21,Laki-laki,Dokter,322.0,Ya,Tidak,103.0,Tidak,Tidak,Ya,585.0,4,Ya,Ya,45.0,Tidak,Campur,3.4,2,1,1,Ya,Ya,2,Tidak,3
36,Perempuan,Karyawan,329.0,Ya,Tidak,44.0,Ya,Tidak,Tidak,558.0,4,Tidak,Tidak,102.0,Ya,Negatif,2.5,3,3,2,Ya,Ya,3,Tidak,2
33,Laki-laki,Freelancer,385.0,Ya,Tidak,120.0,Tidak,Ya,Tidak,714.0,4,Tidak,Tidak,63.0,Tidak,Netral,4.4,2,3,2,Ya,Ya,2,Ya,3
41,Laki-laki,Freelancer,408.0,Ya,Tidak,105.0,Ya,Tidak,Tidak,534.0,4,Ya,Ya,26.0,Tidak,Negatif,4.9,1,2,2,Ya,Ya,3,Tidak,3
37,Laki-laki,Karyawan,367.0,Ya,Ya,101.0,Ya,Tidak,Ya,607.0,4,Ya,Ya,0.0,Tidak,Negatif,3.5,2,2,2,Tidak,Tidak,1,Tidak,3
48,Perempuan,Dokter,418.0,Ya,Tidak,26.0,Tidak,Tidak,Tidak,350.0,1,Ya,Ya,105.0,Ya,Campur,1.0,3,4,4,Tidak,Ya,5,Ya,1
26,Laki-laki,Freelancer,441.0,Tidak,Tidak,58.0,Ya,Tidak,Ya,441.0,3,Ya,Tidak,44.0,Ya,Positif,3.3,3,3,3,Tidak,Tidak,2,Tidak,2
45,Laki-laki,Dokter,341.0,Ya,Ya,70.0,Ya,Ya,Ya,634.0,5,Ya,Ya,18.0,Ya,Negatif,3.7,1,1,1,Tidak,Ya,2,Tidak,3
32,Perempuan,Dokter,457.0,Tidak,Tidak,56.0,Tidak,Tidak,Tidak,444.0,1,Tidak,Tidak,137.0,Ya,Netral,1.3,4,4,4,Tidak,Tidak,4,Ya,1
26,Laki-laki,Mahasiswa,507.0,Tidak,Tidak,0.0,Ya,Tidak,Tidak,479.0,3,Tidak,Tidak,99.0,Tidak,Positif,1.8,3,4,4,Tidak,Ya,4,Ya,1
28,Laki-laki,Karyawan,258.0,Tidak,Tidak,57.0,Ya,Tidak,Tidak,479.0,3,Ya,Ya,89.0,Tidak,Netral,2.8,3,3,4,Tidak,Tidak,3,Tidak,2
39,Laki-laki,Mahasiswa,446.0,Ya,Ya,56.0,Tidak,Ya,Tidak,610.0,5,Ya,Ya,0.0,Tidak,Negatif,3.3,1,1,2,Ya,Ya,2,Ya,3
44,Laki-laki,Mahasiswa,364.0,Tidak,Ya,91.0,Ya,Tidak,Ya,596.0,2,Ya,Tidak,25.0,Tidak,Positif,4.3,2,3,3,Ya,Ya,2,Tidak,3
20,Laki-laki,Dokter,488.0,Tidak,Tidak,75.0,Ya,Ya,Tidak,429.0,4,Ya,Tidak,41.0,Ya,Campur,2.7,2,3,3,Tidak,Tidak,3,Tidak,2
30,Laki-laki,Freelancer,559.0,Tidak,Tidak,36.0,Tidak,Tidak,Tidak,304.0,2,Tidak,Tidak,62.0,Ya,Positif,1.2,5,4,4,Tidak,Tidak,4,Tidak,1
39,Perempuan,Dokter,464.0,Tidak,Tidak,73.0,Ya,Tidak,Tidak,491.0,4,Tidak,Tidak,0.0,Tidak,Positif,2.9,3,3,4,Tidak,Tidak,3,Ya,2
50,Perempuan,Dokter,279.0,Tidak,Tidak,56.0,Tidak,Ya,Tidak,516.0,4,Tidak,Ya,43.0,Tidak,Negatif,4.0,1,2,2,Tidak,Ya,3,Tidak,3
36,Laki-laki,Karyawan,288.0,Tidak,Tidak,21.0,Tidak,Tidak,Ya,309.0,3,Ya,Tidak,108.0,Ya,Positif,1.8,4,3,5,Tidak,Tidak,3,Ya,1
45,Laki-laki,Guru,551.0,Tidak,Tidak,50.0,Ya,Ya,Tidak,550.0,4,Ya,Tidak,29.0,Tidak,Netral,2.7,2,3,3,Tidak,Tidak,4,Ya,2
36,Laki-laki,Mahasiswa,341.0,Ya,Tidak,98.0,Tidak,Tidak,Tidak,672.0,4,Ya,Ya,34.0,Tidak,Negatif,3.6,1,1,3,Ya,Tidak,2,Tidak,3
48,Laki-laki,Mahasiswa,320.0,Ya,Tidak,90.0,Ya,Ya,Ya,479.0,4,Ya,Tidak,63.0,Tidak,Negatif,3.9,1,3,2,Ya,Ya,2,Tidak,3
33,Perempuan,Guru,324.0,Ya,Ya,102.0,Ya,Tidak,Tidak,689.0,4,Ya,Ya,31.0,Tidak,Negatif,3.8,2,3,1,Ya,Ya,2,Tidak,3
46,Laki-laki,Freelancer,312.0,Tidak,Ya,83.0,Ya,Tidak,Tidak,611.0,4,Ya,Ya,26.0,Tidak,Negatif,4.0,2,3,3,Ya,Tidak,1,Ya,3
